origin,type_origin,destination,tipo_destination,distance_euclidiane,distance_geo
A35,collection,C15,clasification,0,14.683
A35,collection,C16,clasification,0,28.656
A35,collection,C17,clasification,0,13.132
A35,collection,C18,clasification,0,26.684
A35,collection,C19,clasification,0,13.541
A35,collection,C20,clasification,0,31.88
A35,collection,C21,clasification,0,32.887
A36,collection,C1,clasification,3,550.668
A36,collection,C2,clasification,2,426.398
A36,collection,C3,clasification,2,423.754
A36,collection,C4,clasification,2,421.625
A36,collection,C5,clasification,2,418.329
A36,collection,C6,clasification,2,418.17
A36,collection,C7,clasification,2,418.383
A36,collection,C8,clasification,1,272.124
A36,collection,C9,clasification,1,272.124
A36,collection,C10,clasification,1,272.124
A36,collection,C11,clasification,0,1.149
A36,collection,C12,clasification,0,15.194
A36,collection,C13,clasification,0,9.698
A36,collection,C14,clasification,0,10.168
A36,collection,C15,clasification,0,14.326
A36,collection,C16,clasification,0,28.298
A36,collection,C17,clasification,0,12.774
A36,collection,C18,clasification,0,26.327
A36,collection,C19,clasification,0,13.183
A36,collection,C20,clasification,0,31.522
A36,collection,C21,clasification,0,32.529
A37,collection,C1,clasification,3,550.345
A37,collection,C2,clasification,2,426.076
A37,collection,C3,clasification,2,423.432
A37,collection,C4,clasification,2,421.303
A37,collection,C5,clasification,2,418.007
A37,collection,C6,clasification,2,417.848
A37,collection,C7,clasification,2,418.06
A37,collection,C8,clasification,1,271.801
A37,collection,C9,clasification,1,271.801
A37,collection,C10,clasification,1,271.801
A37,collection,C11,clasification,0,1.215
A37,collection,C12,clasification,0,15.215
A37,collection,C13,clasification,0,9.719
A37,collection,C14,clasification,0,10.189
A37,collection,C15,clasification,0,14.346
A37,collection,C16,clasification,0,28.319
A37,collection,C17,clasification,0,12.795
A37,collection,C18,clasification,0,26.347
A37,collection,C19,clasification,0,13.204
A37,collection,C20,clasification,0,31.543
A37,collection,C21,clasification,0,32.549
A38,collection,C1,clasification,3,550.371
A38,collection,C2,clasification,2,426.101
A38,collection,C3,clasification,2,423.457
A38,collection,C4,clasification,2,421.328
A38,collection,C5,clasification,2,418.032
A38,collection,C6,clasification,2,417.873
A38,collection,C7,clasification,2,418.086
A38,collection,C8,clasification,1,271.827
A38,collection,C9,clasification,1,271.827
A38,collection,C10,clasification,1,271.827
A38,collection,C11,clasification,0,1.24
A38,collection,C12,clasification,0,15.24
A38,collection,C13,clasification,0,9.744
A38,collection,C14,clasification,0,10.214
A38,collection,C15,clasification,0,14.371
A38,collection,C16,clasification,0,28.344
A38,collection,C17,clasification,0,12.82
A38,collection,C18,clasification,0,26.372
A38,collection,C19,clasification,0,13.229
A38,collection,C20,clasification,0,31.568
A38,collection,C21,clasification,0,32.575
A39,collection,C1,clasification,3,549.45
A39,collection,C2,clasification,2,425.181
A39,collection,C3,clasification,2,422.536
A39,collection,C4,clasification,2,420.408
A39,collection,C5,clasification,2,417.112
A39,collection,C6,clasification,2,416.953
A39,collection,C7,clasification,2,417.165
A39,collection,C8,clasification,1,270.906
A39,collection,C9,clasification,1,270.906
A39,collection,C10,clasification,1,270.906
A39,collection,C11,clasification,0,1.592
A39,collection,C12,clasification,0,15.908
A39,collection,C13,clasification,0,10.412
A39,collection,C14,clasification,0,10.883
A39,collection,C15,clasification,0,15.04
A39,collection,C16,clasification,0,29.013
A39,collection,C17,clasification,0,13.488
A39,collection,C18,clasification,0,27.041
A39,collection,C19,clasification,0,13.898
A39,collection,C20,clasification,0,32.236
A39,collection,C21,clasification,0,33.243
A40,collection,C1,clasification,3,562.059
A40,collection,C2,clasification,2,437.79
A40,collection,C3,clasification,2,435.146
A40,collection,C4,clasification,2,433.017
A40,collection,C5,clasification,2,429.721
A40,collection,C6,clasification,2,429.562
A40,collection,C7,clasification,2,429.775
A40,collection,C8,clasification,1,283.516
A40,collection,C9,clasification,1,283.516
A40,collection,C10,clasification,1,283.516
A40,collection,C11,clasification,0,13.525
A40,collection,C12,clasification,0,1.283
A40,collection,C13,clasification,0,4.264
A40,collection,C14,clasification,0,4.303
A40,collection,C15,clasification,0,0.0
A40,collection,C16,clasification,0,20.486
A40,collection,C17,clasification,0,1.384
A40,collection,C18,clasification,0,18.514
A40,collection,C19,clasification,0,3.838
A40,collection,C20,clasification,0,23.71
A40,collection,C21,clasification,0,24.717
A41,collection,C1,clasification,3,562.059
A41,collection,C2,clasification,2,437.79
A41,collection,C3,clasification,2,435.146
A41,collection,C4,clasification,2,433.017
A41,collection,C5,clasification,2,429.721
A41,collection,C6,clasification,2,429.562
A41,collection,C7,clasification,2,429.775
A41,collection,C8,clasification,1,283.516
A41,collection,C9,clasification,1,283.516
A41,collection,C10,clasification,1,283.516
A41,collection,C11,clasification,0,13.525
A41,collection,C12,clasification,0,1.283
A41,collection,C13,clasification,0,4.264
A41,collection,C14,clasification,0,4.303
A41,collection,C15,clasification,0,0.0
A41,collection,C16,clasification,0,20.486
A41,collection,C17,clasification,0,1.384
A41,collection,C18,clasification,0,18.514
A41,collection,C19,clasification,0,3.838
A41,collection,C20,clasification,0,23.71
A41,collection,C21,clasification,0,24.717
A42,collection,C1,clasification,3,562.059
A42,collection,C2,clasification,2,437.79
A42,collection,C3,clasification,2,435.146
A42,collection,C4,clasification,2,433.017
A42,collection,C5,clasification,2,429.721
A42,collection,C6,clasification,2,429.562
A42,collection,C7,clasification,2,429.775
A42,collection,C8,clasification,1,283.516
A42,collection,C9,clasification,1,283.516
A42,collection,C10,clasification,1,283.516
A42,collection,C11,clasification,0,13.525
A42,collection,C12,clasification,0,1.283
A42,collection,C13,clasification,0,4.264
A42,collection,C14,clasification,0,4.303
A42,collection,C15,clasification,0,0.0
A42,collection,C16,clasification,0,20.486
A42,collection,C17,clasification,0,1.384
A42,collection,C18,clasification,0,18.514
A42,collection,C19,clasification,0,3.838
A42,collection,C20,clasification,0,23.71
A42,collection,C21,clasification,0,24.717
A43,collection,C1,clasification,3,562.059
A43,collection,C2,clasification,2,437.79
A43,collection,C3,clasification,2,435.146
A43,collection,C4,clasification,2,433.017
A43,collection,C5,clasification,2,429.721
A43,collection,C6,clasification,2,429.562
A43,collection,C7,clasification,2,429.775
A43,collection,C8,clasification,1,283.516
A43,collection,C9,clasification,1,283.516
A43,collection,C10,clasification,1,283.516
A43,collection,C11,clasification,0,13.525
A43,collection,C12,clasification,0,1.283
A43,collection,C13,clasification,0,4.264
A43,collection,C14,clasification,0,4.303
A43,collection,C15,clasification,0,0.0
A43,collection,C16,clasification,0,20.486
A43,collection,C17,clasification,0,1.384
A43,collection,C18,clasification,0,18.514
A43,collection,C19,clasification,0,3.838
A43,collection,C20,clasification,0,23.71
A43,collection,C21,clasification,0,24.717
A44,collection,C1,clasification,3,559.554
A44,collection,C2,clasification,2,435.285
A44,collection,C3,clasification,2,432.641
A44,collection,C4,clasification,2,430.512
A44,collection,C5,clasification,2,427.216
A44,collection,C6,clasification,2,427.057
A44,collection,C7,clasification,2,427.27
A44,collection,C8,clasification,1,281.011
A44,collection,C9,clasification,1,281.011
A44,collection,C10,clasification,1,281.011
A44,collection,C11,clasification,0,11.02
A44,collection,C12,clasification,0,6.497
A44,collection,C13,clasification,0,1.759
A44,collection,C14,clasification,0,1.031
A44,collection,C15,clasification,0,5.629
A44,collection,C16,clasification,0,19.601
A44,collection,C17,clasification,0,4.077
A44,collection,C18,clasification,0,17.63
A44,collection,C19,clasification,0,4.486
A44,collection,C20,clasification,0,22.825
A44,collection,C21,clasification,0,23.832
A45,collection,C1,clasification,3,554.31
A45,collection,C2,clasification,2,430.04
A45,collection,C3,clasification,2,427.396
A45,collection,C4,clasification,2,425.267
A45,collection,C5,clasification,2,421.971
A45,collection,C6,clasification,2,421.812
A45,collection,C7,clasification,2,422.025
A45,collection,C8,clasification,1,275.766
A45,collection,C9,clasification,1,275.766
A45,collection,C10,clasification,1,275.766
A45,collection,C11,clasification,0,5.776
A45,collection,C12,clasification,0,10.671
A45,collection,C13,clasification,0,5.174
A45,collection,C14,clasification,0,5.645
A45,collection,C15,clasification,0,9.802
A45,collection,C16,clasification,0,23.775
A45,collection,C17,clasification,0,8.251
A45,collection,C18,clasification,0,21.803
A45,collection,C19,clasification,0,8.66
A45,collection,C20,clasification,0,26.999
A45,collection,C21,clasification,0,28.005
A46,collection,C1,clasification,3,562.301
A46,collection,C2,clasification,2,438.032
A46,collection,C3,clasification,2,435.388
A46,collection,C4,clasification,2,433.259
A46,collection,C5,clasification,2,429.963
A46,collection,C6,clasification,2,429.804
A46,collection,C7,clasification,2,430.017
A46,collection,C8,clasification,1,283.758
A46,collection,C9,clasification,1,283.758
A46,collection,C10,clasification,1,283.758
A46,collection,C11,clasification,0,13.767
A46,collection,C12,clasification,0,1.371
A46,collection,C13,clasification,0,4.506
A46,collection,C14,clasification,0,4.545
A46,collection,C15,clasification,0,1.4
A46,collection,C16,clasification,0,20.728
A46,collection,C17,clasification,0,1.626
A46,collection,C18,clasification,0,18.756
A46,collection,C19,clasification,0,4.08
A46,collection,C20,clasification,0,23.952
A46,collection,C21,clasification,0,24.959
A47,collection,C1,clasification,3,559.887
A47,collection,C2,clasification,2,435.617
A47,collection,C3,clasification,2,432.973
A47,collection,C4,clasification,2,430.844
A47,collection,C5,clasification,2,427.548
A47,collection,C6,clasification,2,427.389
A47,collection,C7,clasification,2,427.602
A47,collection,C8,clasification,1,281.343
A47,collection,C9,clasification,1,281.343
A47,collection,C10,clasification,1,281.343
A47,collection,C11,clasification,0,11.353
A47,collection,C12,clasification,0,6.829
A47,collection,C13,clasification,0,2.091
A47,collection,C14,clasification,0,1.363
A47,collection,C15,clasification,0,5.961
A47,collection,C16,clasification,0,19.933
A47,collection,C17,clasification,0,4.409
A47,collection,C18,clasification,0,17.962
A47,collection,C19,clasification,0,4.818
A47,collection,C20,clasification,0,23.157
A47,collection,C21,clasification,0,24.164
A48,collection,C1,clasification,3,559.49
A48,collection,C2,clasification,2,435.221
A48,collection,C3,clasification,2,432.576
A48,collection,C4,clasification,2,430.448
A48,collection,C5,clasification,2,427.151
A48,collection,C6,clasification,2,426.992
A48,collection,C7,clasification,2,427.205
A48,collection,C8,clasification,1,280.946
A48,collection,C9,clasification,1,280.946
A48,collection,C10,clasification,1,280.946
A48,collection,C11,clasification,0,10.956
A48,collection,C12,clasification,0,5.741
A48,collection,C13,clasification,0,1.681
A48,collection,C14,clasification,0,1.855
A48,collection,C15,clasification,0,4.842
A48,collection,C16,clasification,0,18.845
A48,collection,C17,clasification,0,3.321
A48,collection,C18,clasification,0,16.873
A48,collection,C19,clasification,0,3.73
A48,collection,C20,clasification,0,22.069
A48,collection,C21,clasification,0,23.075
A49,collection,C1,clasification,3,560.336
A49,collection,C2,clasification,2,436.067
A49,collection,C3,clasification,2,433.422
A49,collection,C4,clasification,2,431.293
A49,collection,C5,clasification,2,427.997
A49,collection,C6,clasification,2,427.838
A49,collection,C7,clasification,2,428.051
A49,collection,C8,clasification,1,281.792
A49,collection,C9,clasification,1,281.792
A49,collection,C10,clasification,1,281.792
A49,collection,C11,clasification,0,11.802
A49,collection,C12,clasification,0,2.81
A49,collection,C13,clasification,0,2.527
A49,collection,C14,clasification,0,3.641
A49,collection,C15,clasification,0,2.84
A49,collection,C16,clasification,0,20.079
A49,collection,C17,clasification,0,0.977
A49,collection,C18,clasification,0,18.108
A49,collection,C19,clasification,0,3.427
A49,collection,C20,clasification,0,23.303
A49,collection,C21,clasification,0,24.31
A50,collection,C1,clasification,3,560.199
A50,collection,C2,clasification,2,435.93
A50,collection,C3,clasification,2,433.285
A50,collection,C4,clasification,2,431.156
A50,collection,C5,clasification,2,427.86
A50,collection,C6,clasification,2,427.701
A50,collection,C7,clasification,2,427.914
A50,collection,C8,clasification,1,281.655
A50,collection,C9,clasification,1,281.655
A50,collection,C10,clasification,1,281.655
A50,collection,C11,clasification,0,11.665
A50,collection,C12,clasification,0,5.493
A50,collection,C13,clasification,0,2.39
A50,collection,C14,clasification,0,2.563
A50,collection,C15,clasification,0,5.551
A50,collection,C16,clasification,0,21.133
A50,collection,C17,clasification,0,5.609
A50,collection,C18,clasification,0,19.161
A50,collection,C19,clasification,0,3.747
A50,collection,C20,clasification,0,24.357
A50,collection,C21,clasification,0,25.364
A51,collection,C1,clasification,3,559.593
A51,collection,C2,clasification,2,435.324
A51,collection,C3,clasification,2,432.679
A51,collection,C4,clasification,2,430.55
A51,collection,C5,clasification,2,427.254
A51,collection,C6,clasification,2,427.095
A51,collection,C7,clasification,2,427.308
A51,collection,C8,clasification,1,281.049
A51,collection,C9,clasification,1,281.049
A51,collection,C10,clasification,1,281.049
A51,collection,C11,clasification,0,11.059
A51,collection,C12,clasification,0,4.887
A51,collection,C13,clasification,0,1.784
A51,collection,C14,clasification,0,1.943
A51,collection,C15,clasification,0,4.945
A51,collection,C16,clasification,0,19.793
A51,collection,C17,clasification,0,4.269
A51,collection,C18,clasification,0,17.821
A51,collection,C19,clasification,0,3.127
A51,collection,C20,clasification,0,23.016
A51,collection,C21,clasification,0,24.023
A52,collection,C1,clasification,3,561.205
A52,collection,C2,clasification,2,436.936
A52,collection,C3,clasification,2,434.291
A52,collection,C4,clasification,2,432.163
A52,collection,C5,clasification,2,428.867
A52,collection,C6,clasification,2,428.708
A52,collection,C7,clasification,2,428.92
A52,collection,C8,clasification,1,282.661
A52,collection,C9,clasification,1,282.661
A52,collection,C10,clasification,1,282.661
A52,collection,C11,clasification,0,12.671
A52,collection,C12,clasification,0,2.748
A52,collection,C13,clasification,0,3.409
A52,collection,C14,clasification,0,3.803
A52,collection,C15,clasification,0,2.778
A52,collection,C16,clasification,0,19.632
A52,collection,C17,clasification,0,0.529
A52,collection,C18,clasification,0,17.66
A52,collection,C19,clasification,0,2.979
A52,collection,C20,clasification,0,22.855
A52,collection,C21,clasification,0,23.862
A53,collection,C1,clasification,3,560.635
A53,collection,C2,clasification,2,436.366
A53,collection,C3,clasification,2,433.722
A53,collection,C4,clasification,2,431.593
A53,collection,C5,clasification,2,428.297
A53,collection,C6,clasification,2,428.138
A53,collection,C7,clasification,2,428.351
A53,collection,C8,clasification,1,282.092
A53,collection,C9,clasification,1,282.092
A53,collection,C10,clasification,1,282.092
A53,collection,C11,clasification,0,12.101
A53,collection,C12,clasification,0,7.115
A53,collection,C13,clasification,0,2.827
A53,collection,C14,clasification,0,2.977
A53,collection,C15,clasification,0,5.988
A53,collection,C16,clasification,0,20.219
A53,collection,C17,clasification,0,4.695
A53,collection,C18,clasification,0,18.248
A53,collection,C19,clasification,0,3.434
A53,collection,C20,clasification,0,23.443
A53,collection,C21,clasification,0,24.45
A54,collection,C1,clasification,3,561.637
A54,collection,C2,clasification,2,437.367
A54,collection,C3,clasification,2,434.723
A54,collection,C4,clasification,2,432.594
A54,collection,C5,clasification,2,429.298
A54,collection,C6,clasification,2,429.139
A54,collection,C7,clasification,2,429.352
A54,collection,C8,clasification,1,283.093
A54,collection,C9,clasification,1,283.093
A54,collection,C10,clasification,1,283.093
A54,collection,C11,clasification,0,13.103
A54,collection,C12,clasification,0,2.991
A54,collection,C13,clasification,0,3.841
A54,collection,C14,clasification,0,5.806
A54,collection,C15,clasification,0,3.02
A54,collection,C16,clasification,0,17.665
A54,collection,C17,clasification,0,0.961
A54,collection,C18,clasification,0,15.693
A54,collection,C19,clasification,0,3.083
A54,collection,C20,clasification,0,21.05
A54,collection,C21,clasification,0,22.057
A55,collection,C1,clasification,3,560.602
A55,collection,C2,clasification,2,436.332
A55,collection,C3,clasification,2,433.688
A55,collection,C4,clasification,2,431.559
A55,collection,C5,clasification,2,428.263
A55,collection,C6,clasification,2,428.104
A55,collection,C7,clasification,2,428.317
A55,collection,C8,clasification,1,282.058
A55,collection,C9,clasification,1,282.058
A55,collection,C10,clasification,1,282.058
A55,collection,C11,clasification,0,12.068
A55,collection,C12,clasification,0,6.161
A55,collection,C13,clasification,0,2.793
A55,collection,C14,clasification,0,2.943
A55,collection,C15,clasification,0,5.954
A55,collection,C16,clasification,0,19.265
A55,collection,C17,clasification,0,3.741
A55,collection,C18,clasification,0,17.294
A55,collection,C19,clasification,0,2.149
A55,collection,C20,clasification,0,22.489
A55,collection,C21,clasification,0,23.496
A56,collection,C1,clasification,3,560.602
A56,collection,C2,clasification,2,436.332
A56,collection,C3,clasification,2,433.688
A56,collection,C4,clasification,2,431.559
A56,collection,C5,clasification,2,428.263
A56,collection,C6,clasification,2,428.104
A56,collection,C7,clasification,2,428.317
A56,collection,C8,clasification,1,282.058
A56,collection,C9,clasification,1,282.058
A56,collection,C10,clasification,1,282.058
A56,collection,C11,clasification,0,12.068
A56,collection,C12,clasification,0,6.161
A56,collection,C13,clasification,0,2.793
A56,collection,C14,clasification,0,2.943
A56,collection,C15,clasification,0,5.954
A56,collection,C16,clasification,0,19.265
A56,collection,C17,clasification,0,3.741
A56,collection,C18,clasification,0,17.294
A56,collection,C19,clasification,0,2.149
A56,collection,C20,clasification,0,22.489
A56,collection,C21,clasification,0,23.496
A57,collection,C1,clasification,3,561.329
A57,collection,C2,clasification,2,437.06
A57,collection,C3,clasification,2,434.415
A57,collection,C4,clasification,2,432.287
A57,collection,C5,clasification,2,428.991
A57,collection,C6,clasification,2,428.832
A57,collection,C7,clasification,2,429.044
A57,collection,C8,clasification,1,282.785
A57,collection,C9,clasification,1,282.785
A57,collection,C10,clasification,1,282.785
A57,collection,C11,clasification,0,12.795
A57,collection,C12,clasification,0,2.679
A57,collection,C13,clasification,0,3.533
A57,collection,C14,clasification,0,5.499
A57,collection,C15,clasification,0,2.709
A57,collection,C16,clasification,0,19.756
A57,collection,C17,clasification,0,0.259
A57,collection,C18,clasification,0,17.784
A57,collection,C19,clasification,0,3.103
A57,collection,C20,clasification,0,22.979
A57,collection,C21,clasification,0,23.986
A58,collection,C1,clasification,3,573.858
A58,collection,C2,clasification,3,449.589
A58,collection,C3,clasification,2,446.944
A58,collection,C4,clasification,2,444.816
A58,collection,C5,clasification,2,441.52
A58,collection,C6,clasification,2,441.36
A58,collection,C7,clasification,2,441.573
A58,collection,C8,clasification,1,295.314
A58,collection,C9,clasification,1,295.314
A58,collection,C10,clasification,1,295.314
A58,collection,C11,clasification,0,25.324
A58,collection,C12,clasification,0,16.919
A58,collection,C13,clasification,0,16.062
A58,collection,C14,clasification,0,18.028
A58,collection,C15,clasification,0,16.949
A58,collection,C16,clasification,0,5.173
A58,collection,C17,clasification,0,14.499
A58,collection,C18,clasification,0,3.189
A58,collection,C19,clasification,0,13.936
A58,collection,C20,clasification,0,10.045
A58,collection,C21,clasification,0,10.573
A59,collection,C1,clasification,3,573.804
A59,collection,C2,clasification,3,449.535
A59,collection,C3,clasification,2,446.89
A59,collection,C4,clasification,2,444.762
A59,collection,C5,clasification,2,441.466
A59,collection,C6,clasification,2,441.307
A59,collection,C7,clasification,2,441.519
A59,collection,C8,clasification,1,295.26
A59,collection,C9,clasification,1,295.26
A59,collection,C10,clasification,1,295.26
A59,collection,C11,clasification,0,25.27
A59,collection,C12,clasification,0,16.865
A59,collection,C13,clasification,0,16.009
A59,collection,C14,clasification,0,17.974
A59,collection,C15,clasification,0,16.895
A59,collection,C16,clasification,0,5.119
A59,collection,C17,clasification,0,14.445
A59,collection,C18,clasification,0,3.136
A59,collection,C19,clasification,0,13.883
A59,collection,C20,clasification,0,9.992
A59,collection,C21,clasification,0,10.519
A60,collection,C1,clasification,3,573.535
A60,collection,C2,clasification,3,449.266
A60,collection,C3,clasification,2,446.622
A60,collection,C4,clasification,2,444.493
A60,collection,C5,clasification,2,441.197
A60,collection,C6,clasification,2,441.038
A60,collection,C7,clasification,2,441.251
A60,collection,C8,clasification,1,294.991
A60,collection,C9,clasification,1,294.991
A60,collection,C10,clasification,1,294.991
A60,collection,C11,clasification,0,25.001
A60,collection,C12,clasification,0,16.596
A60,collection,C13,clasification,0,15.74
A60,collection,C14,clasification,0,17.705
A60,collection,C15,clasification,0,16.626
A60,collection,C16,clasification,0,4.645
A60,collection,C17,clasification,0,14.176
A60,collection,C18,clasification,0,2.661
A60,collection,C19,clasification,0,13.614
A60,collection,C20,clasification,0,9.517
A60,collection,C21,clasification,0,10.045
A61,collection,C1,clasification,3,573.294
A61,collection,C2,clasification,3,449.025
A61,collection,C3,clasification,2,446.38
A61,collection,C4,clasification,2,444.252
A61,collection,C5,clasification,2,440.956
A61,collection,C6,clasification,2,440.796
A61,collection,C7,clasification,2,441.009
A61,collection,C8,clasification,1,294.75
A61,collection,C9,clasification,1,294.75
A61,collection,C10,clasification,1,294.75
A61,collection,C11,clasification,0,24.76
A61,collection,C12,clasification,0,16.355
A61,collection,C13,clasification,0,15.498
A61,collection,C14,clasification,0,17.464
A61,collection,C15,clasification,0,16.385
A61,collection,C16,clasification,0,5.014
A61,collection,C17,clasification,0,13.935
A61,collection,C18,clasification,0,3.03
A61,collection,C19,clasification,0,13.372
A61,collection,C20,clasification,0,9.887
A61,collection,C21,clasification,0,10.414
A62,collection,C1,clasification,3,572.336
A62,collection,C2,clasification,3,448.067
A62,collection,C3,clasification,2,445.422
A62,collection,C4,clasification,2,443.294
A62,collection,C5,clasification,2,439.998
A62,collection,C6,clasification,2,439.839
A62,collection,C7,clasification,2,440.051
A62,collection,C8,clasification,1,293.792
A62,collection,C9,clasification,1,293.792
A62,collection,C10,clasification,1,293.792
A62,collection,C11,clasification,0,23.802
A62,collection,C12,clasification,0,15.397
A62,collection,C13,clasification,0,14.541
A62,collection,C14,clasification,0,16.506
A62,collection,C15,clasification,0,15.427
A62,collection,C16,clasification,0,5.835
A62,collection,C17,clasification,0,12.977
A62,collection,C18,clasification,0,3.863
A62,collection,C19,clasification,0,12.415
A62,collection,C20,clasification,0,12.534
A62,collection,C21,clasification,0,13.541
A63,collection,C1,clasification,3,563.013
A63,collection,C2,clasification,2,438.744
A63,collection,C3,clasification,2,436.099
A63,collection,C4,clasification,2,433.971
A63,collection,C5,clasification,2,430.674
A63,collection,C6,clasification,2,430.515
A63,collection,C7,clasification,2,430.728
A63,collection,C8,clasification,1,284.469
A63,collection,C9,clasification,1,284.469
A63,collection,C10,clasification,1,284.469
A63,collection,C11,clasification,0,14.479
A63,collection,C12,clasification,0,6.112
A63,collection,C13,clasification,0,5.217
A63,collection,C14,clasification,0,5.575
A63,collection,C15,clasification,0,6.142
A63,collection,C16,clasification,0,17.755
A63,collection,C17,clasification,0,3.692
A63,collection,C18,clasification,0,15.784
A63,collection,C19,clasification,0,1.086
A63,collection,C20,clasification,0,21.14
A63,collection,C21,clasification,0,22.147
A64,collection,C1,clasification,3,563.012
A64,collection,C2,clasification,2,438.743
A64,collection,C3,clasification,2,436.098
A64,collection,C4,clasification,2,433.97
A64,collection,C5,clasification,2,430.674
A64,collection,C6,clasification,2,430.515
A64,collection,C7,clasification,2,430.727
A64,collection,C8,clasification,1,284.468
A64,collection,C9,clasification,1,284.468
A64,collection,C10,clasification,1,284.468
A64,collection,C11,clasification,0,14.478
A64,collection,C12,clasification,0,6.111
A64,collection,C13,clasification,0,5.216
A64,collection,C14,clasification,0,5.574
A64,collection,C15,clasification,0,6.141
A64,collection,C16,clasification,0,17.754
A64,collection,C17,clasification,0,3.692
A64,collection,C18,clasification,0,15.783
A64,collection,C19,clasification,0,1.085
A64,collection,C20,clasification,0,21.139
A64,collection,C21,clasification,0,22.146
A65,collection,C1,clasification,3,563.591
A65,collection,C2,clasification,2,439.322
A65,collection,C3,clasification,2,436.677
A65,collection,C4,clasification,2,434.549
A65,collection,C5,clasification,2,431.253
A65,collection,C6,clasification,2,431.093
A65,collection,C7,clasification,2,431.306
A65,collection,C8,clasification,1,285.047
A65,collection,C9,clasification,1,285.047
A65,collection,C10,clasification,1,285.047
A65,collection,C11,clasification,0,15.057
A65,collection,C12,clasification,0,6.69
A65,collection,C13,clasification,0,5.795
A65,collection,C14,clasification,0,6.153
A65,collection,C15,clasification,0,6.72
A65,collection,C16,clasification,0,15.999
A65,collection,C17,clasification,0,4.27
A65,collection,C18,clasification,0,14.027
A65,collection,C19,clasification,0,2.349
A65,collection,C20,clasification,0,19.384
A65,collection,C21,clasification,0,20.391
A66,collection,C1,clasification,3,572.978
A66,collection,C2,clasification,3,448.709
A66,collection,C3,clasification,3,446.064
A66,collection,C4,clasification,2,443.936
A66,collection,C5,clasification,2,440.64
A66,collection,C6,clasification,2,440.481
A66,collection,C7,clasification,2,440.693
A66,collection,C8,clasification,1,294.434
A66,collection,C9,clasification,1,294.434
A66,collection,C10,clasification,1,294.434
A66,collection,C11,clasification,0,24.444
A66,collection,C12,clasification,0,16.039
A66,collection,C13,clasification,0,15.182
A66,collection,C14,clasification,0,17.148
A66,collection,C15,clasification,0,16.069
A66,collection,C16,clasification,0,4.614
A66,collection,C17,clasification,0,13.619
A66,collection,C18,clasification,0,2.643
A66,collection,C19,clasification,0,13.056
A66,collection,C20,clasification,0,8.972
A66,collection,C21,clasification,0,9.499
A67,collection,C1,clasification,3,572.547
A67,collection,C2,clasification,3,448.278
A67,collection,C3,clasification,2,445.633
A67,collection,C4,clasification,2,443.505
A67,collection,C5,clasification,2,440.209
A67,collection,C6,clasification,2,440.05
A67,collection,C7,clasification,2,440.262
A67,collection,C8,clasification,1,294.003
A67,collection,C9,clasification,1,294.003
A67,collection,C10,clasification,1,294.003
A67,collection,C11,clasification,0,24.013
A67,collection,C12,clasification,0,15.608
A67,collection,C13,clasification,0,14.751
A67,collection,C14,clasification,0,16.717
A67,collection,C15,clasification,0,15.638
A67,collection,C16,clasification,0,5.85
A67,collection,C17,clasification,0,13.188
A67,collection,C18,clasification,0,3.879
A67,collection,C19,clasification,0,12.625
A67,collection,C20,clasification,0,11.743
A67,collection,C21,clasification,0,12.75
A68,collection,C1,clasification,3,563.717
A68,collection,C2,clasification,2,439.448
A68,collection,C3,clasification,2,436.804
A68,collection,C4,clasification,2,434.675
A68,collection,C5,clasification,2,431.379
A68,collection,C6,clasification,2,431.22
A68,collection,C7,clasification,2,431.432
A68,collection,C8,clasification,1,285.173
A68,collection,C9,clasification,1,285.173
A68,collection,C10,clasification,1,285.173
A68,collection,C11,clasification,0,15.183
A68,collection,C12,clasification,0,6.817
A68,collection,C13,clasification,0,5.922
A68,collection,C14,clasification,0,6.279
A68,collection,C15,clasification,0,6.846
A68,collection,C16,clasification,0,16.125
A68,collection,C17,clasification,0,4.397
A68,collection,C18,clasification,0,14.154
A68,collection,C19,clasification,0,2.248
A68,collection,C20,clasification,0,19.51
A68,collection,C21,clasification,0,20.517
A69,collection,C1,clasification,3,563.719
A69,collection,C2,clasification,2,439.45
A69,collection,C3,clasification,2,436.805
A69,collection,C4,clasification,2,434.677
A69,collection,C5,clasification,2,431.381
A69,collection,C6,clasification,2,431.222
A69,collection,C7,clasification,2,431.434
A69,collection,C8,clasification,1,285.175
A69,collection,C9,clasification,1,285.175
A69,collection,C10,clasification,1,285.175
A69,collection,C11,clasification,0,15.185
A69,collection,C12,clasification,0,6.818
A69,collection,C13,clasification,0,5.923
A69,collection,C14,clasification,0,6.281
A69,collection,C15,clasification,0,6.848
A69,collection,C16,clasification,0,16.127
A69,collection,C17,clasification,0,4.398
A69,collection,C18,clasification,0,14.155
A69,collection,C19,clasification,0,1.887
A69,collection,C20,clasification,0,19.512
A69,collection,C21,clasification,0,20.519
A70,collection,C1,clasification,4,584.454
A70,collection,C2,clasification,3,460.185
A70,collection,C3,clasification,3,457.54
A70,collection,C4,clasification,3,455.412
A70,collection,C5,clasification,3,452.116
A70,collection,C6,clasification,3,451.957
A70,collection,C7,clasification,3,452.169
A70,collection,C8,clasification,1,305.91
A70,collection,C9,clasification,1,305.91
A70,collection,C10,clasification,1,305.91
A70,collection,C11,clasification,0,35.92
A70,collection,C12,clasification,0,27.515
A70,collection,C13,clasification,0,26.658
A70,collection,C14,clasification,0,28.624
